attempt_order,learner_id,skill_name,lesson_title,question_id,is_correct,difficulty_level,assessment_type,answered_at,certification_id,lesson_id,exam_id,attempt_no
205,5,101,Accounting and Financial Affairs,Q-101-4,1,EASY,MOCK_EXAM,2026-01-01 14:21:00+00:00,1,101,1003,1
206,5,102,Management and Organization Theory,Q-102-4,0,AVERAGE,LESSON_QUIZ,2026-01-01 14:22:00+00:00,1,102,1003,1
207,5,103,Laws on Labor and Transaction,Q-103-4,1,HARD,MOCK_EXAM,2026-01-01 14:23:00+00:00,1,103,1003,1
208,5,104,Laws on Security,Q-104-4,1,EASY,LESSON_QUIZ,2026-01-01 14:24:00+00:00,1,104,1003,1
209,5,101,Accounting and Financial Affairs,Q-101-5,1,AVERAGE,DIAGNOSTIC,2026-01-01 14:28:00+00:00,1,101,1000,2
210,5,102,Management and Organization Theory,Q-102-5,0,HARD,MIDDLE_EXAM,2026-01-01 14:29:00+00:00,1,102,1000,2
211,5,103,Laws on Labor and Transaction,Q-103-5,0,EASY,DIAGNOSTIC,2026-01-01 14:30:00+00:00,1,103,1000,2
212,5,104,Laws on Security,Q-104-5,0,AVERAGE,MIDDLE_EXAM,2026-01-01 14:31:00+00:00,1,104,1000,2
213,5,101,Accounting and Financial Affairs,Q-101-6,0,HARD,LESSON_QUIZ,2026-01-01 14:35:00+00:00,1,101,1001,2
214,5,102,Management and Organization Theory,Q-102-6,1,EASY,MOCK_EXAM,2026-01-01 14:36:00+00:00,1,102,1001,2
215,5,103,Laws on Labor and Transaction,Q-103-6,0,AVERAGE,LESSON_QUIZ,2026-01-01 14:37:00+00:00,1,103,1001,2
216,5,104,Laws on Security,Q-104-6,1,HARD,MOCK_EXAM,2026-01-01 14:38:00+00:00,1,104,1001,2
217,5,101,Accounting and Financial Affairs,Q-101-7,1,EASY,MIDDLE_EXAM,2026-01-01 14:42:00+00:00,1,101,1002,2
218,5,102,Management and Organization Theory,Q-102-7,0,AVERAGE,DIAGNOSTIC,2026-01-01 14:43:00+00:00,1,102,1002,2
219,5,103,Laws on Labor and Transaction,Q-103-7,0,HARD,MIDDLE_EXAM,2026-01-01 14:44:00+00:00,1,103,1002,2
220,5,104,Laws on Security,Q-104-7,1,EASY,DIAGNOSTIC,2026-01-01 14:45:00+00:00,1,104,1002,2
221,5,101,Accounting and Financial Affairs,Q-101-8,1,AVERAGE,MOCK_EXAM,2026-01-01 14:49:00+00:00,1,101,1003,2
222,5,102,Management and Organization Theory,Q-102-8,0,HARD,LESSON_QUIZ,2026-01-01 14:50:00+00:00,1,102,1003,2
223,5,103,Laws on Labor and Transaction,Q-103-8,0,EASY,MOCK_EXAM,2026-01-01 14:51:00+00:00,1,103,1003,2
224,5,104,Laws on Security,Q-104-8,1,AVERAGE,LESSON_QUIZ,2026-01-01 14:52:00+00:00,1,104,1003,2
225,5,101,Accounting and Financial Affairs,Q-101-9,1,HARD,DIAGNOSTIC,2026-01-01 14:56:00+00:00,1,101,1000,3
226,5,102,Management and Organization Theory,Q-102-9,1,EASY,MIDDLE_EXAM,2026-01-01 14:57:00+00:00,1,102,1000,3
227,5,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,DIAGNOSTIC,2026-01-01 14:58:00+00:00,1,103,1000,3
228,5,104,Laws on Security,Q-104-9,0,HARD,MIDDLE_EXAM,2026-01-01 14:59:00+00:00,1,104,1000,3
229,5,101,Accounting and Financial Affairs,Q-101-1,0,EASY,LESSON_QUIZ,2026-01-01 15:03:00+00:00,1,101,1001,3
230,5,102,Management and Organization Theory,Q-102-1,1,AVERAGE,MOCK_EXAM,2026-01-01 15:04:00+00:00,1,102,1001,3
231,5,103,Laws on Labor and Transaction,Q-103-1,1,HARD,LESSON_QUIZ,2026-01-01 15:05:00+00:00,1,103,1001,3
232,5,104,Laws on Security,Q-104-1,1,EASY,MOCK_EXAM,2026-01-01 15:06:00+00:00,1,104,1001,3
233,5,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,MIDDLE_EXAM,2026-01-01 15:10:00+00:00,1,101,1002,3
234,5,102,Management and Organization Theory,Q-102-2,0,HARD,DIAGNOSTIC,2026-01-01 15:11:00+00:00,1,102,1002,3
235,5,103,Laws on Labor and Transaction,Q-103-2,1,EASY,MIDDLE_EXAM,2026-01-01 15:12:00+00:00,1,103,1002,3
236,5,104,Laws on Security,Q-104-2,1,AVERAGE,DIAGNOSTIC,2026-01-01 15:13:00+00:00,1,104,1002,3
237,5,101,Accounting and Financial Affairs,Q-101-3,1,HARD,MOCK_EXAM,2026-01-01 15:17:00+00:00,1,101,1003,3
238,5,102,Management and Organization Theory,Q-102-3,1,EASY,LESSON_QUIZ,2026-01-01 15:18:00+00:00,1,102,1003,3
239,5,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,MOCK_EXAM,2026-01-01 15:19:00+00:00,1,103,1003,3
240,5,104,Laws on Security,Q-104-3,1,HARD,LESSON_QUIZ,2026-01-01 15:20:00+00:00,1,104,1003,3
241,6,101,Accounting and Financial Affairs,Q-101-1,1,HARD,LESSON_QUIZ,2026-01-01 15:30:00+00:00,1,101,1000,1
242,6,102,Management and Organization Theory,Q-102-1,1,EASY,MOCK_EXAM,2026-01-01 15:31:00+00:00,1,102,1000,1
243,6,103,Laws on Labor and Transaction,Q-103-1,1,AVERAGE,LESSON_QUIZ,2026-01-01 15:32:00+00:00,1,103,1000,1
244,6,104,Laws on Security,Q-104-1,1,HARD,MOCK_EXAM,2026-01-01 15:33:00+00:00,1,104,1000,1
245,6,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MIDDLE_EXAM,2026-01-01 15:37:00+00:00,1,101,1001,1
246,6,102,Management and Organization Theory,Q-102-2,1,AVERAGE,DIAGNOSTIC,2026-01-01 15:38:00+00:00,1,102,1001,1
247,6,103,Laws on Labor and Transaction,Q-103-2,0,HARD,MIDDLE_EXAM,2026-01-01 15:39:00+00:00,1,103,1001,1
248,6,104,Laws on Security,Q-104-2,0,EASY,DIAGNOSTIC,2026-01-01 15:40:00+00:00,1,104,1001,1
249,6,101,Accounting and Financial Affairs,Q-101-3,1,AVERAGE,MOCK_EXAM,2026-01-01 15:44:00+00:00,1,101,1002,1
250,6,102,Management and Organization Theory,Q-102-3,1,HARD,LESSON_QUIZ,2026-01-01 15:45:00+00:00,1,102,1002,1
251,6,103,Laws on Labor and Transaction,Q-103-3,1,EASY,MOCK_EXAM,2026-01-01 15:46:00+00:00,1,103,1002,1
252,6,104,Laws on Security,Q-104-3,0,AVERAGE,LESSON_QUIZ,2026-01-01 15:47:00+00:00,1,104,1002,1
253,6,101,Accounting and Financial Affairs,Q-101-4,0,HARD,DIAGNOSTIC,2026-01-01 15:51:00+00:00,1,101,1003,1
254,6,102,Management and Organization Theory,Q-102-4,1,EASY,MIDDLE_EXAM,2026-01-01 15:52:00+00:00,1,102,1003,1
255,6,103,Laws on Labor and Transaction,Q-103-4,1,AVERAGE,DIAGNOSTIC,2026-01-01 15:53:00+00:00,1,103,1003,1
256,6,104,Laws on Security,Q-104-4,1,HARD,MIDDLE_EXAM,2026-01-01 15:54:00+00:00,1,104,1003,1
257,6,101,Accounting and Financial Affairs,Q-101-5,1,EASY,LESSON_QUIZ,2026-01-01 15:58:00+00:00,1,101,1000,2
258,6,102,Management and Organization Theory,Q-102-5,1,AVERAGE,MOCK_EXAM,2026-01-01 15:59:00+00:00,1,102,1000,2
259,6,103,Laws on Labor and Transaction,Q-103-5,0,HARD,LESSON_QUIZ,2026-01-01 16:00:00+00:00,1,103,1000,2
260,6,104,Laws on Security,Q-104-5,1,EASY,MOCK_EXAM,2026-01-01 16:01:00+00:00,1,104,1000,2
261,6,101,Accounting and Financial Affairs,Q-101-6,1,AVERAGE,MIDDLE_EXAM,2026-01-01 16:05:00+00:00,1,101,1001,2
262,6,102,Management and Organization Theory,Q-102-6,1,HARD,DIAGNOSTIC,2026-01-01 16:06:00+00:00,1,102,1001,2
263,6,103,Laws on Labor and Transaction,Q-103-6,1,EASY,MIDDLE_EXAM,2026-01-01 16:07:00+00:00,1,103,1001,2
264,6,104,Laws on Security,Q-104-6,0,AVERAGE,DIAGNOSTIC,2026-01-01 16:08:00+00:00,1,104,1001,2
265,6,101,Accounting and Financial Affairs,Q-101-7,1,HARD,MOCK_EXAM,2026-01-01 16:12:00+00:00,1,101,1002,2
266,6,102,Management and Organization Theory,Q-102-7,0,EASY,LESSON_QUIZ,2026-01-01 16:13:00+00:00,1,102,1002,2
267,6,103,Laws on Labor and Transaction,Q-103-7,1,AVERAGE,MOCK_EXAM,2026-01-01 16:14:00+00:00,1,103,1002,2
268,6,104,Laws on Security,Q-104-7,0,HARD,LESSON_QUIZ,2026-01-01 16:15:00+00:00,1,104,1002,2
269,6,101,Accounting and Financial Affairs,Q-101-8,0,EASY,DIAGNOSTIC,2026-01-01 16:19:00+00:00,1,101,1003,2
270,6,102,Management and Organization Theory,Q-102-8,0,AVERAGE,MIDDLE_EXAM,2026-01-01 16:20:00+00:00,1,102,1003,2
271,6,103,Laws on Labor and Transaction,Q-103-8,0,HARD,DIAGNOSTIC,2026-01-01 16:21:00+00:00,1,103,1003,2
272,6,104,Laws on Security,Q-104-8,0,EASY,MIDDLE_EXAM,2026-01-01 16:22:00+00:00,1,104,1003,2
273,6,101,Accounting and Financial Affairs,Q-101-9,0,AVERAGE,LESSON_QUIZ,2026-01-01 16:26:00+00:00,1,101,1000,3
274,6,102,Management and Organization Theory,Q-102-9,0,HARD,MOCK_EXAM,2026-01-01 16:27:00+00:00,1,102,1000,3
275,6,103,Laws on Labor and Transaction,Q-103-9,1,EASY,LESSON_QUIZ,2026-01-01 16:28:00+00:00,1,103,1000,3
276,6,104,Laws on Security,Q-104-9,1,AVERAGE,MOCK_EXAM,2026-01-01 16:29:00+00:00,1,104,1000,3
277,6,101,Accounting and Financial Affairs,Q-101-1,1,HARD,MIDDLE_EXAM,2026-01-01 16:33:00+00:00,1,101,1001,3
278,6,102,Management and Organization Theory,Q-102-1,0,EASY,DIAGNOSTIC,2026-01-01 16:34:00+00:00,1,102,1001,3
279,6,103,Laws on Labor and Transaction,Q-103-1,1,AVERAGE,MIDDLE_EXAM,2026-01-01 16:35:00+00:00,1,103,1001,3
280,6,104,Laws on Security,Q-104-1,1,HARD,DIAGNOSTIC,2026-01-01 16:36:00+00:00,1,104,1001,3
281,6,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MOCK_EXAM,2026-01-01 16:40:00+00:00,1,101,1002,3
282,6,102,Management and Organization Theory,Q-102-2,1,AVERAGE,LESSON_QUIZ,2026-01-01 16:41:00+00:00,1,102,1002,3
283,6,103,Laws on Labor and Transaction,Q-103-2,1,HARD,MOCK_EXAM,2026-01-01 16:42:00+00:00,1,103,1002,3
284,6,104,Laws on Security,Q-104-2,1,EASY,LESSON_QUIZ,2026-01-01 16:43:00+00:00,1,104,1002,3
285,6,101,Accounting and Financial Affairs,Q-101-3,1,AVERAGE,DIAGNOSTIC,2026-01-01 16:47:00+00:00,1,101,1003,3
286,6,102,Management and Organization Theory,Q-102-3,1,HARD,MIDDLE_EXAM,2026-01-01 16:48:00+00:00,1,102,1003,3
287,6,103,Laws on Labor and Transaction,Q-103-3,1,EASY,DIAGNOSTIC,2026-01-01 16:49:00+00:00,1,103,1003,3
288,6,104,Laws on Security,Q-104-3,1,AVERAGE,MIDDLE_EXAM,2026-01-01 16:50:00+00:00,1,104,1003,3
289,7,101,Accounting and Financial Affairs,Q-101-1,0,EASY,MIDDLE_EXAM,2026-01-01 17:00:00+00:00,1,101,1000,1
290,7,102,Management and Organization Theory,Q-102-1,0,AVERAGE,DIAGNOSTIC,2026-01-01 17:01:00+00:00,1,102,1000,1
291,7,103,Laws on Labor and Transaction,Q-103-1,1,HARD,MIDDLE_EXAM,2026-01-01 17:02:00+00:00,1,103,1000,1
292,7,104,Laws on Security,Q-104-1,0,EASY,DIAGNOSTIC,2026-01-01 17:03:00+00:00,1,104,1000,1
293,7,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,MOCK_EXAM,2026-01-01 17:07:00+00:00,1,101,1001,1
294,7,102,Management and Organization Theory,Q-102-2,0,HARD,LESSON_QUIZ,2026-01-01 17:08:00+00:00,1,102,1001,1
295,7,103,Laws on Labor and Transaction,Q-103-2,0,EASY,MOCK_EXAM,2026-01-01 17:09:00+00:00,1,103,1001,1
296,7,104,Laws on Security,Q-104-2,0,AVERAGE,LESSON_QUIZ,2026-01-01 17:10:00+00:00,1,104,1001,1
297,7,101,Accounting and Financial Affairs,Q-101-3,0,HARD,DIAGNOSTIC,2026-01-01 17:14:00+00:00,1,101,1002,1
298,7,102,Management and Organization Theory,Q-102-3,1,EASY,MIDDLE_EXAM,2026-01-01 17:15:00+00:00,1,102,1002,1
299,7,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,DIAGNOSTIC,2026-01-01 17:16:00+00:00,1,103,1002,1
300,7,104,Laws on Security,Q-104-3,1,HARD,MIDDLE_EXAM,2026-01-01 17:17:00+00:00,1,104,1002,1
301,7,101,Accounting and Financial Affairs,Q-101-4,0,EASY,LESSON_QUIZ,2026-01-01 17:21:00+00:00,1,101,1003,1
302,7,102,Management and Organization Theory,Q-102-4,0,AVERAGE,MOCK_EXAM,2026-01-01 17:22:00+00:00,1,102,1003,1
303,7,103,Laws on Labor and Transaction,Q-103-4,1,HARD,LESSON_QUIZ,2026-01-01 17:23:00+00:00,1,103,1003,1
304,7,104,Laws on Security,Q-104-4,0,EASY,MOCK_EXAM,2026-01-01 17:24:00+00:00,1,104,1003,1
305,7,101,Accounting and Financial Affairs,Q-101-5,1,AVERAGE,MIDDLE_EXAM,2026-01-01 17:28:00+00:00,1,101,1000,2
306,7,102,Management and Organization Theory,Q-102-5,0,HARD,DIAGNOSTIC,2026-01-01 17:29:00+00:00,1,102,1000,2
307,7,103,Laws on Labor and Transaction,Q-103-5,1,EASY,MIDDLE_EXAM,2026-01-01 17:30:00+00:00,1,103,1000,2
308,7,104,Laws on Security,Q-104-5,0,AVERAGE,DIAGNOSTIC,2026-01-01 17:31:00+00:00,1,104,1000,2
309,7,101,Accounting and Financial Affairs,Q-101-6,1,HARD,MOCK_EXAM,2026-01-01 17:35:00+00:00,1,101,1001,2
310,7,102,Management and Organization Theory,Q-102-6,0,EASY,LESSON_QUIZ,2026-01-01 17:36:00+00:00,1,102,1001,2
311,7,103,Laws on Labor and Transaction,Q-103-6,0,AVERAGE,MOCK_EXAM,2026-01-01 17:37:00+00:00,1,103,1001,2
312,7,104,Laws on Security,Q-104-6,0,HARD,LESSON_QUIZ,2026-01-01 17:38:00+00:00,1,104,1001,2
313,7,101,Accounting and Financial Affairs,Q-101-7,0,EASY,DIAGNOSTIC,2026-01-01 17:42:00+00:00,1,101,1002,2
314,7,102,Management and Organization Theory,Q-102-7,0,AVERAGE,MIDDLE_EXAM,2026-01-01 17:43:00+00:00,1,102,1002,2
315,7,103,Laws on Labor and Transaction,Q-103-7,0,HARD,DIAGNOSTIC,2026-01-01 17:44:00+00:00,1,103,1002,2
316,7,104,Laws on Security,Q-104-7,1,EASY,MIDDLE_EXAM,2026-01-01 17:45:00+00:00,1,104,1002,2
317,7,101,Accounting and Financial Affairs,Q-101-8,0,AVERAGE,LESSON_QUIZ,2026-01-01 17:49:00+00:00,1,101,1003,2
318,7,102,Management and Organization Theory,Q-102-8,1,HARD,MOCK_EXAM,2026-01-01 17:50:00+00:00,1,102,1003,2
319,7,103,Laws on Labor and Transaction,Q-103-8,1,EASY,LESSON_QUIZ,2026-01-01 17:51:00+00:00,1,103,1003,2
320,7,104,Laws on Security,Q-104-8,1,AVERAGE,MOCK_EXAM,2026-01-01 17:52:00+00:00,1,104,1003,2
321,7,101,Accounting and Financial Affairs,Q-101-9,0,HARD,MIDDLE_EXAM,2026-01-01 17:56:00+00:00,1,101,1000,3
322,7,102,Management and Organization Theory,Q-102-9,1,EASY,DIAGNOSTIC,2026-01-01 17:57:00+00:00,1,102,1000,3
323,7,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,MIDDLE_EXAM,2026-01-01 17:58:00+00:00,1,103,1000,3
324,7,104,Laws on Security,Q-104-9,0,HARD,DIAGNOSTIC,2026-01-01 17:59:00+00:00,1,104,1000,3
325,7,101,Accounting and Financial Affairs,Q-101-1,0,EASY,MOCK_EXAM,2026-01-01 18:03:00+00:00,1,101,1001,3
326,7,102,Management and Organization Theory,Q-102-1,0,AVERAGE,LESSON_QUIZ,2026-01-01 18:04:00+00:00,1,102,1001,3
327,7,103,Laws on Labor and Transaction,Q-103-1,1,HARD,MOCK_EXAM,2026-01-01 18:05:00+00:00,1,103,1001,3
328,7,104,Laws on Security,Q-104-1,1,EASY,LESSON_QUIZ,2026-01-01 18:06:00+00:00,1,104,1001,3
329,7,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,DIAGNOSTIC,2026-01-01 18:10:00+00:00,1,101,1002,3
330,7,102,Management and Organization Theory,Q-102-2,1,HARD,MIDDLE_EXAM,2026-01-01 18:11:00+00:00,1,102,1002,3
331,7,103,Laws on Labor and Transaction,Q-103-2,1,EASY,DIAGNOSTIC,2026-01-01 18:12:00+00:00,1,103,1002,3
332,7,104,Laws on Security,Q-104-2,1,AVERAGE,MIDDLE_EXAM,2026-01-01 18:13:00+00:00,1,104,1002,3
333,7,101,Accounting and Financial Affairs,Q-101-3,0,HARD,LESSON_QUIZ,2026-01-01 18:17:00+00:00,1,101,1003,3
334,7,102,Management and Organization Theory,Q-102-3,1,EASY,MOCK_EXAM,2026-01-01 18:18:00+00:00,1,102,1003,3
335,7,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,LESSON_QUIZ,2026-01-01 18:19:00+00:00,1,103,1003,3
336,7,104,Laws on Security,Q-104-3,0,HARD,MOCK_EXAM,2026-01-01 18:20:00+00:00,1,104,1003,3
337,8,101,Accounting and Financial Affairs,Q-101-1,0,AVERAGE,MOCK_EXAM,2026-01-01 18:30:00+00:00,1,101,1000,1
338,8,102,Management and Organization Theory,Q-102-1,1,HARD,LESSON_QUIZ,2026-01-01 18:31:00+00:00,1,102,1000,1
339,8,103,Laws on Labor and Transaction,Q-103-1,1,EASY,MOCK_EXAM,2026-01-01 18:32:00+00:00,1,103,1000,1
340,8,104,Laws on Security,Q-104-1,1,AVERAGE,LESSON_QUIZ,2026-01-01 18:33:00+00:00,1,104,1000,1
341,8,101,Accounting and Financial Affairs,Q-101-2,0,HARD,DIAGNOSTIC,2026-01-01 18:37:00+00:00,1,101,1001,1
342,8,102,Management and Organization Theory,Q-102-2,1,EASY,MIDDLE_EXAM,2026-01-01 18:38:00+00:00,1,102,1001,1
343,8,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,DIAGNOSTIC,2026-01-01 18:39:00+00:00,1,103,1001,1
344,8,104,Laws on Security,Q-104-2,0,HARD,MIDDLE_EXAM,2026-01-01 18:40:00+00:00,1,104,1001,1
345,8,101,Accounting and Financial Affairs,Q-101-3,0,EASY,LESSON_QUIZ,2026-01-01 18:44:00+00:00,1,101,1002,1
346,8,102,Management and Organization Theory,Q-102-3,0,AVERAGE,MOCK_EXAM,2026-01-01 18:45:00+00:00,1,102,1002,1
347,8,103,Laws on Labor and Transaction,Q-103-3,0,HARD,LESSON_QUIZ,2026-01-01 18:46:00+00:00,1,103,1002,1
348,8,104,Laws on Security,Q-104-3,1,EASY,MOCK_EXAM,2026-01-01 18:47:00+00:00,1,104,1002,1
349,8,101,Accounting and Financial Affairs,Q-101-4,1,AVERAGE,MIDDLE_EXAM,2026-01-01 18:51:00+00:00,1,101,1003,1
350,8,102,Management and Organization Theory,Q-102-4,0,HARD,DIAGNOSTIC,2026-01-01 18:52:00+00:00,1,102,1003,1
351,8,103,Laws on Labor and Transaction,Q-103-4,0,EASY,MIDDLE_EXAM,2026-01-01 18:53:00+00:00,1,103,1003,1
352,8,104,Laws on Security,Q-104-4,0,AVERAGE,DIAGNOSTIC,2026-01-01 18:54:00+00:00,1,104,1003,1
353,8,101,Accounting and Financial Affairs,Q-101-5,1,HARD,MOCK_EXAM,2026-01-01 18:58:00+00:00,1,101,1000,2
354,8,102,Management and Organization Theory,Q-102-5,0,EASY,LESSON_QUIZ,2026-01-01 18:59:00+00:00,1,102,1000,2
355,8,103,Laws on Labor and Transaction,Q-103-5,0,AVERAGE,MOCK_EXAM,2026-01-01 19:00:00+00:00,1,103,1000,2
356,8,104,Laws on Security,Q-104-5,1,HARD,LESSON_QUIZ,2026-01-01 19:01:00+00:00,1,104,1000,2
357,8,101,Accounting and Financial Affairs,Q-101-6,1,EASY,DIAGNOSTIC,2026-01-01 19:05:00+00:00,1,101,1001,2
358,8,102,Management and Organization Theory,Q-102-6,0,AVERAGE,MIDDLE_EXAM,2026-01-01 19:06:00+00:00,1,102,1001,2
359,8,103,Laws on Labor and Transaction,Q-103-6,1,HARD,DIAGNOSTIC,2026-01-01 19:07:00+00:00,1,103,1001,2
360,8,104,Laws on Security,Q-104-6,1,EASY,MIDDLE_EXAM,2026-01-01 19:08:00+00:00,1,104,1001,2
361,8,101,Accounting and Financial Affairs,Q-101-7,0,AVERAGE,LESSON_QUIZ,2026-01-01 19:12:00+00:00,1,101,1002,2
362,8,102,Management and Organization Theory,Q-102-7,1,HARD,MOCK_EXAM,2026-01-01 19:13:00+00:00,1,102,1002,2
363,8,103,Laws on Labor and Transaction,Q-103-7,1,EASY,LESSON_QUIZ,2026-01-01 19:14:00+00:00,1,103,1002,2
364,8,104,Laws on Security,Q-104-7,1,AVERAGE,MOCK_EXAM,2026-01-01 19:15:00+00:00,1,104,1002,2
365,8,101,Accounting and Financial Affairs,Q-101-8,1,HARD,MIDDLE_EXAM,2026-01-01 19:19:00+00:00,1,101,1003,2
366,8,102,Management and Organization Theory,Q-102-8,0,EASY,DIAGNOSTIC,2026-01-01 19:20:00+00:00,1,102,1003,2
367,8,103,Laws on Labor and Transaction,Q-103-8,0,AVERAGE,MIDDLE_EXAM,2026-01-01 19:21:00+00:00,1,103,1003,2
368,8,104,Laws on Security,Q-104-8,1,HARD,DIAGNOSTIC,2026-01-01 19:22:00+00:00,1,104,1003,2
369,8,101,Accounting and Financial Affairs,Q-101-9,0,EASY,MOCK_EXAM,2026-01-01 19:26:00+00:00,1,101,1000,3
370,8,102,Management and Organization Theory,Q-102-9,0,AVERAGE,LESSON_QUIZ,2026-01-01 19:27:00+00:00,1,102,1000,3
371,8,103,Laws on Labor and Transaction,Q-103-9,1,HARD,MOCK_EXAM,2026-01-01 19:28:00+00:00,1,103,1000,3
372,8,104,Laws on Security,Q-104-9,0,EASY,LESSON_QUIZ,2026-01-01 19:29:00+00:00,1,104,1000,3
373,8,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,DIAGNOSTIC,2026-01-01 19:33:00+00:00,1,101,1001,3
374,8,102,Management and Organization Theory,Q-102-1,0,HARD,MIDDLE_EXAM,2026-01-01 19:34:00+00:00,1,102,1001,3
375,8,103,Laws on Labor and Transaction,Q-103-1,1,EASY,DIAGNOSTIC,2026-01-01 19:35:00+00:00,1,103,1001,3
376,8,104,Laws on Security,Q-104-1,1,AVERAGE,MIDDLE_EXAM,2026-01-01 19:36:00+00:00,1,104,1001,3
377,8,101,Accounting and Financial Affairs,Q-101-2,1,HARD,LESSON_QUIZ,2026-01-01 19:40:00+00:00,1,101,1002,3
378,8,102,Management and Organization Theory,Q-102-2,0,EASY,MOCK_EXAM,2026-01-01 19:41:00+00:00,1,102,1002,3
379,8,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,LESSON_QUIZ,2026-01-01 19:42:00+00:00,1,103,1002,3
380,8,104,Laws on Security,Q-104-2,1,HARD,MOCK_EXAM,2026-01-01 19:43:00+00:00,1,104,1002,3
381,8,101,Accounting and Financial Affairs,Q-101-3,1,EASY,MIDDLE_EXAM,2026-01-01 19:47:00+00:00,1,101,1003,3
382,8,102,Management and Organization Theory,Q-102-3,0,AVERAGE,DIAGNOSTIC,2026-01-01 19:48:00+00:00,1,102,1003,3
383,8,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MIDDLE_EXAM,2026-01-01 19:49:00+00:00,1,103,1003,3
384,8,104,Laws on Security,Q-104-3,0,EASY,DIAGNOSTIC,2026-01-01 19:50:00+00:00,1,104,1003,3
385,9,101,Accounting and Financial Affairs,Q-101-1,0,EASY,MIDDLE_EXAM,2026-01-01 20:00:00+00:00,1,101,1000,1
386,9,102,Management and Organization Theory,Q-102-1,1,AVERAGE,DIAGNOSTIC,2026-01-01 20:01:00+00:00,1,102,1000,1
387,9,103,Laws on Labor and Transaction,Q-103-1,0,HARD,MIDDLE_EXAM,2026-01-01 20:02:00+00:00,1,103,1000,1
388,9,104,Laws on Security,Q-104-1,1,EASY,DIAGNOSTIC,2026-01-01 20:03:00+00:00,1,104,1000,1
389,9,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,MOCK_EXAM,2026-01-01 20:07:00+00:00,1,101,1001,1
390,9,102,Management and Organization Theory,Q-102-2,0,HARD,LESSON_QUIZ,2026-01-01 20:08:00+00:00,1,102,1001,1
391,9,103,Laws on Labor and Transaction,Q-103-2,0,EASY,MOCK_EXAM,2026-01-01 20:09:00+00:00,1,103,1001,1
392,9,104,Laws on Security,Q-104-2,0,AVERAGE,LESSON_QUIZ,2026-01-01 20:10:00+00:00,1,104,1001,1
393,9,101,Accounting and Financial Affairs,Q-101-3,0,HARD,DIAGNOSTIC,2026-01-01 20:14:00+00:00,1,101,1002,1
394,9,102,Management and Organization Theory,Q-102-3,1,EASY,MIDDLE_EXAM,2026-01-01 20:15:00+00:00,1,102,1002,1
395,9,103,Laws on Labor and Transaction,Q-103-3,1,AVERAGE,DIAGNOSTIC,2026-01-01 20:16:00+00:00,1,103,1002,1
396,9,104,Laws on Security,Q-104-3,1,HARD,MIDDLE_EXAM,2026-01-01 20:17:00+00:00,1,104,1002,1
397,9,101,Accounting and Financial Affairs,Q-101-4,1,EASY,LESSON_QUIZ,2026-01-01 20:21:00+00:00,1,101,1003,1
398,9,102,Management and Organization Theory,Q-102-4,0,AVERAGE,MOCK_EXAM,2026-01-01 20:22:00+00:00,1,102,1003,1
399,9,103,Laws on Labor and Transaction,Q-103-4,0,HARD,LESSON_QUIZ,2026-01-01 20:23:00+00:00,1,103,1003,1
400,9,104,Laws on Security,Q-104-4,0,EASY,MOCK_EXAM,2026-01-01 20:24:00+00:00,1,104,1003,1
401,9,101,Accounting and Financial Affairs,Q-101-5,1,AVERAGE,MIDDLE_EXAM,2026-01-01 20:28:00+00:00,1,101,1000,2
402,9,102,Management and Organization Theory,Q-102-5,0,HARD,DIAGNOSTIC,2026-01-01 20:29:00+00:00,1,102,1000,2
403,9,103,Laws on Labor and Transaction,Q-103-5,1,EASY,MIDDLE_EXAM,2026-01-01 20:30:00+00:00,1,103,1000,2
404,9,104,Laws on Security,Q-104-5,1,AVERAGE,DIAGNOSTIC,2026-01-01 20:31:00+00:00,1,104,1000,2
405,9,101,Accounting and Financial Affairs,Q-101-6,0,HARD,MOCK_EXAM,2026-01-01 20:35:00+00:00,1,101,1001,2
406,9,102,Management and Organization Theory,Q-102-6,0,EASY,LESSON_QUIZ,2026-01-01 20:36:00+00:00,1,102,1001,2
407,9,103,Laws on Labor and Transaction,Q-103-6,0,AVERAGE,MOCK_EXAM,2026-01-01 20:37:00+00:00,1,103,1001,2
408,9,104,Laws on Security,Q-104-6,1,HARD,LESSON_QUIZ,2026-01-01 20:38:00+00:00,1,104,1001,2
409,9,101,Accounting and Financial Affairs,Q-101-7,1,EASY,DIAGNOSTIC,2026-01-01 20:42:00+00:00,1,101,1002,2
